变化服务数,实际变化服务数,重查,连续查询,PQ队列长度,一层后继数累加,变化中排名第一,排名第二,排名第三
636,12,1.1030713374999999,1.0017763750000002,41,53,serv393528881(5;14),serv673102492(27;9),serv327579833(46;7)
583,12,1.1186539500000001,0.799667825,28,53,serv949192880(3;18),serv1989037869(56;6),serv1435218511(54;6)
606,17,1.1335844250000002,0.9576426624999999,38,99,serv2040036168(2;20),serv183799811(21;11),serv1225283306(39;8)
1,0,0.8890365499999999,0.002127637500000001,0,0,serv1537625287(null;null),
984,24,1.163349025,2.3844684874999995,97,145,serv949192880(3;18),serv463167249(6;14),serv1457337543(9;13)
314,2,0.9956504374999998,0.18738668749999993,1,8,serv1367424822(60;5),serv674740998(115;3),serv1296762093(null;null)
196,5,0.9721187124999998,0.6326426875,17,28,serv813605464(12;13),serv1916328586(43;7),serv51489445(138;3)
397,6,1.031471625,0.3131967749999999,5,30,serv813605464(12;13),serv744173231(41;8),serv1293076995(111;3)
807,20,1.0403614374999999,1.7662751874999993,60,84,serv2124625285(35;8),serv1020263657(34;8),serv1987399325(49;6)
409,6,1.0202564,0.6647593999999998,19,50,serv949192880(3;18),serv1293691178(30;9),serv807051364(36;8)
420,7,1.086751075,0.34490200000000004,7,27,serv883037697(19;11),serv1435218511(54;6),serv1501373694(103;4)
119,5,0.9247241875000002,0.5568466124999999,33,31,serv1228560356(11;13),serv2124625285(35;8),serv1779102626(101;4)
825,12,1.1984966375000001,0.9570387250000001,25,56,serv1457337543(9;13),serv1916328586(43;7),serv1989037869(56;6)
49,1,0.8964028249999995,0.04668354999999998,2,13,serv947554374(10;13),serv889795840(null;null),serv1346738161(null;null)
266,5,0.9606363374999999,0.19593447499999994,3,34,serv949192880(3;18),serv45549528(63;5),serv2058470102(93;4)
403,6,1.0307071125,0.29970431249999996,4,21,serv883037697(19;11),serv1016986607(89;4),serv1431941461(137;3)
112,3,0.9439739375000004,0.30225420000000003,20,14,serv1921244142(22;10),serv1016986607(89;4),serv1820473818(null;null)
761,10,1.1383205750000003,1.0099072250000003,49,55,serv1430302955(24;10),serv1046273922(26;9),serv1503012238(32;9)
648,10,1.0240891624999997,0.47115042500000026,5,44,serv2056831558(4;16),serv1154212529(38;8),serv1987399325(49;6)
292,5,1.0092122875,0.38638950000000005,15,25,serv461528743(16;12),serv1985760819(23;10),serv2129540841(124;3)
119,2,0.9292144999999999,0.11613447499999993,1,5,serv2058470102(93;4),serv1159128123(149;1),serv2100865617(null;null)
214,1,0.9571508750000003,0.11485146250000003,1,3,serv1365786278(139;3),serv640331992(null;null),serv1609310209(null;null)
31,1,0.8932275000000003,0.06562332499999998,1,11,serv883037697(19;11),serv776123413(null;null),serv1298606772(null;null)
971,12,1.2690486125000005,0.9016363000000002,33,54,serv1919605636(14;12),serv1020263657(34;8),serv807051364(36;8)
426,15,1.0239234499999996,0.6798770125000002,32,66,serv822616296(7;14),serv1921244142(22;10),serv1046273922(26;9)
473,5,1.0687095374999998,0.4743684124999999,16,29,serv2040036168(2;20),serv325941327(94;4),serv1846896353(128;3)
741,13,1.2007472375,0.9902459249999997,31,63,serv2056831558(4;16),serv49850901(17;12),serv119283134(37;8)
577,12,1.0976133874999998,0.8965043875,42,56,serv1504650744(20;11),serv1989037869(56;6),serv1780741170(51;6)
343,5,0.9142787125,0.33026551250000014,5,18,serv1089695890(47;7),serv1848534859(90;4),serv1016986607(89;4)
436,3,1.0773801375,0.3743350375000001,7,22,serv1154212529(38;8),serv878122141(84;4),serv154306361(99;4)
882,16,1.2888383625000002,1.799215100000001,69,52,serv2040036168(2;20),serv119283134(37;8),serv1850173403(64;5)
439,9,1.0341712250000001,0.5063836624999998,11,48,serv49850901(17;12),serv1293691178(30;9),serv119283134(37;8)
639,16,0.984670375,0.9701622874999993,37,75,serv2056831558(4;16),serv49850901(17;12),serv744173231(41;8)
306,6,0.9916464749999999,2.3771503499999986,117,68,serv2056831558(4;16),serv44935345(33;9),serv119283134(37;8)
62,0,0.9145994875,0.03805565,0,0,serv1135982638(null;null),serv111090528(null;null),serv1740596252(null;null)
342,6,0.9116647124999998,0.341459275,5,22,serv1084780296(48;7),serv393735016(81;4),serv1640238160(88;4)
234,2,0.9786778374999999,0.15752054999999998,1,17,serv1985760819(23;10),serv1084780296(48;7),serv154920544(null;null)
209,5,0.8818039000000004,0.1486574375,2,16,serv532599482(76;5),serv154306361(99;4),serv39813616(117;3)
518,11,1.0802186624999996,1.3722252499999996,43,50,serv1919605636(14;12),serv1430302955(24;10),serv327579833(46;7)
815,14,1.1170503125000004,1.1155695124999991,26,63,serv1293691178(30;9),serv1225283306(39;8),serv48212395(44;7)
885,15,1.1578963750000002,1.0080415875000002,30,70,serv949192880(3;18),serv1987399325(49;6),serv1780741170(51;6)
111,0,0.903095725,0.05730012500000002,0,0,serv167414561(null;null),serv924204846(null;null),serv1898098657(null;null)
137,4,0.9477585750000002,0.5142202625000001,13,21,serv1225283306(39;8),serv2060108608(77;5),serv1850173403(64;5)
977,16,1.2291433625000001,1.1401648625,28,79,serv822616296(7;14),serv1919605636(14;12),serv1435218511(54;6)
437,8,1.0454879375000006,0.7400529499999997,46,38,serv183799811(21;11),serv1503012238(32;9),serv44935345(33;9)
328,5,1.0115108999999995,0.8187357375,31,16,serv1225283306(39;8),serv1433580005(59;5),serv1296354045(130;3)
241,2,0.9663776000000004,0.16998133749999994,2,1,serv1086418840(150;1),serv756257108(null;null),serv1426819770(null;null)
667,16,1.1191029875000003,1.0462256875000002,42,98,serv463167249(6;14),serv1457337543(9;13),serv49850901(17;12)
179,5,0.9608073875,0.3080489500000002,7,21,serv1046273922(26;9),serv114367578(57;6),serv879760647(131;3)
548,6,1.0761773749999999,0.3951242875,5,20,serv1499735188(31;9),serv327579833(46;7),serv674740998(115;3)
237,5,0.9652656124999999,0.28616380000000013,5,28,serv1046273922(26;9),serv114367578(57;6),serv185438317(71;5)
775,15,1.0493582875,0.7322644250000001,15,69,serv1777464120(28;9),serv119283134(37;8),serv1154212529(38;8)
408,2,0.986578725,0.2849930125000001,2,6,serv532599482(76;5),serv1575721521(152;1),serv2142442906(null;null)
699,10,1.139149275,1.5466861875000002,61,45,serv1430302955(24;10),serv2124625285(35;8),serv534238026(53;6)
180,7,0.8691452624999998,0.22183415,6,22,serv1503012238(32;9),serv116006084(129;3),serv1293076995(111;3)
60,0,0.8916826250000002,0.0338648125,0,0,serv1901171702(null;null),serv1536190786(null;null),serv877301823(null;null)
1,0,0.8548670625,0.002047437500000002,0,0,serv1320521761(null;null),
179,3,0.9325822874999996,0.2724523,13,18,serv1919605636(14;12),serv120921678(105;3),serv1711308937(119;3)
150,4,0.937297125,0.28474181249999997,9,11,serv810328414(100;4),serv1088057346(92;4),serv1917967092(141;3)
681,13,1.1253359874999993,0.6266982999999998,15,71,serv822616296(7;14),serv1935170568(8;14),serv883037697(19;11)
674,9,1.1197819125000001,1.0215553875000005,32,45,serv258147600(25;10),serv1780741170(51;6),serv1782379676(67;5)
602,16,1.119375675,1.3891603125,54,58,serv258147600(25;10),serv1708031887(52;6),serv1780741170(51;6)
939,16,1.2192859374999996,0.7842028500000002,15,68,serv2040036168(2;20),serv1989037869(56;6),serv185438317(71;5)
688,13,1.13490475,1.1095876999999994,55,67,serv130956833(13;13),serv49850901(17;12),serv1046273922(26;9)
940,11,1.2355367249999998,1.1342739250000005,47,40,serv1985760819(23;10),serv2124625285(35;8),serv327579833(46;7)
968,11,1.2492483500000002,1.3631537125000004,66,46,serv603670259(29;9),serv2124625285(35;8),serv1089695890(47;7)
724,12,1.1509364250000003,1.9020976500000006,74,57,serv130956833(13;13),serv1430302955(24;10),serv2124625285(35;8)
121,3,0.9075484875,0.16358778749999991,3,16,serv813605464(12;13),serv1157489579(136;3),serv2107215674(null;null)
432,11,1.0337433874999995,0.9247989624999999,31,63,serv393528881(5;14),serv1919605636(14;12),serv1089695890(47;7)
362,9,0.9025878875,0.35280279999999997,7,36,serv1154212529(38;8),serv1089695890(47;7),serv327579833(46;7)
186,2,0.9519549624999998,0.6374109625,23,14,serv258147600(25;10),serv1638599654(79;4),serv903314180(null;null)
70,1,0.9016576999999998,0.0693972875,1,7,serv327579833(46;7),serv603260081(null;null),serv1090103938(null;null)
534,11,1.0426333624999997,0.45073529999999995,7,56,serv1503012238(32;9),serv744173231(41;8),serv1989037869(56;6)
323,3,1.0070365625,0.23614984999999997,4,13,serv1506289288(45;7),serv600393209(82;4),serv811966958(148;2)
372,13,1.0135101500000003,0.7384225749999999,28,40,serv530960976(40;8),serv1987399325(49;6),serv1367424822(60;5)
45,2,0.861276425,0.09669766250000002,1,16,serv2056831558(4;16),serv1182271478(null;null),serv2133225939(null;null)
650,10,1.130660275,0.5815969000000001,24,45,serv1228560356(11;13),serv1154212529(38;8),serv1641876704(58;6)
741,15,1.1743236999999997,1.3144653874999999,44,73,serv1935170568(8;14),serv947554374(10;13),serv258147600(25;10)
532,7,1.029349375,0.4822694000000002,7,46,serv822616296(7;14),serv1921244142(22;10),serv2124625285(35;8)
209,5,0.9723112000000006,0.45705908750000007,16,20,serv461528743(16;12),serv2122986741(66;5),serv188715367(113;3)
192,2,0.9556059874999999,0.8450417749999998,31,14,serv44935345(33;9),serv737619131(69;5),serv1361688910(null;null)
898,15,1.2230546750000002,1.5020712750000007,44,56,serv130956833(13;13),serv744173231(41;8),serv324302783(42;7)
399,6,1.0321398500000003,0.9015132999999999,32,16,serv253232044(96;4),serv1709670393(102;4),serv1015348063(140;3)
701,9,1.1522620624999993,0.6731627624999997,15,54,serv393528881(5;14),serv1457337543(9;13),serv1985760819(23;10)
209,4,0.9629349875000003,0.8672316250000002,36,26,serv393528881(5;14),serv1708031887(52;6),serv253232044(96;4)
482,12,0.9355063750000001,0.9244515625000002,25,78,serv2040036168(2;20),serv1504650744(20;11),serv673102492(27;9)
55,0,0.9087032125000001,0.030299162500000004,0,0,serv1415350076(null;null),serv752773923(null;null),serv1966302524(null;null)
61,0,0.8582508124999999,0.033148487499999976,0,0,serv527887931(null;null),serv1641056386(null;null),serv901879679(null;null)
608,12,1.0922677125000004,0.8393005500000001,42,87,serv2040036168(2;20),serv1228560356(11;13),serv1921244142(22;10)
290,2,0.89005215,0.21983488749999994,1,2,serv1155851073(142;2),serv1856317325(null;null),serv202437750(null;null)
751,16,1.2019446500000002,0.8685733249999998,29,78,serv393528881(5;14),serv130956833(13;13),serv813605464(12;13)
260,2,0.9805969124999999,0.31926951250000013,15,15,serv322664277(18;11),serv668186898(85;4),serv1939675984(null;null)
289,5,0.9863489,0.2786798999999999,8,29,serv49850901(17;12),serv603670259(29;9),serv876483597(87;4)
5,0,0.8699685500000003,0.005532837500000005,0,0,serv272484166(null;null),serv104330293(null;null),serv1972242441(null;null)
413,5,1.0563396625000003,0.7496484625000001,25,24,serv1921244142(22;10),serv603670259(29;9),serv1501373694(103;4)
596,6,1.0095330125000002,0.40889468749999996,3,54,serv1228560356(11;13),serv130956833(13;13),serv883037697(19;11)
275,4,1.0006966750000001,0.23155247500000004,4,5,serv187076861(127;3),serv598754665(145;2),serv433467664(null;null)
874,16,1.2083701625,1.3833174625000002,63,87,serv1070647773(15;12),serv258147600(25;10),serv1503012238(32;9)
745,22,1.1791079624999998,2.0034781374999993,85,121,serv2056831558(4;16),serv813605464(12;13),serv1228560356(11;13)
915,16,1.2265346875,1.2992623750000003,35,61,serv1457337543(9;13),serv44935345(33;9),serv1850173403(64;5)
719,17,1.055420225,1.1980797625000004,54,91,serv813605464(12;13),serv49850901(17;12),serv1430302955(24;10)
512,12,0.9915555625,1.1161681750000005,44,57,serv1921244142(22;10),serv1503012238(32;9),serv185438317(71;5)
110,2,0.9256436125000003,0.101589,2,5,serv464805793(133;3),serv811966958(148;2),serv526045382(null;null)
32,1,0.8721496499999997,0.03278496249999999,0,12,serv49850901(17;12),serv1423952860(null;null),serv1281197161(null;null)
250,3,0.9646349125000002,0.19262543750000002,5,12,serv950831424(97;4),serv1570805927(78;4),serv878122141(84;4)
368,6,1.0321504624999995,0.48268101249999995,10,19,serv2060108608(77;5),serv808689908(70;5),serv602031715(110;3)
632,15,1.1308100375,0.6401319500000002,14,90,serv2056831558(4;16),serv822616296(7;14),serv883037697(19;11)
702,12,1.1290993999999999,0.8315759999999999,23,50,serv1070647773(15;12),serv119283134(37;8),serv2060108608(77;5)
567,13,0.9615342999999994,0.6016165249999998,15,55,serv2056831558(4;16),serv1987399325(49;6),serv117644628(62;5)
258,6,0.9792605500000005,0.798550525,22,17,serv808689908(70;5),serv950831424(97;4),serv393735016(81;4)
602,8,1.1127416249999995,1.0696930874999995,32,27,serv878122141(84;4),serv1709670393(102;4),serv876483597(87;4)
986,13,1.2250914250000005,1.308825825,38,54,serv130956833(13;13),serv2124625285(35;8),serv327579833(46;7)
806,23,1.2141862624999997,1.0934758750000004,36,121,serv2040036168(2;20),serv49850901(17;12),serv183799811(21;11)
96,2,0.8973757624999997,0.0834991125,2,6,serv605308765(108;3),serv945915830(123;3),serv1885400635(null;null)
819,11,1.1887890749999996,0.9734231374999999,41,38,serv1777464120(28;9),serv1020263657(34;8),serv2053554508(72;5)
885,18,1.1671818999999992,2.162377824999999,75,75,serv1935170568(8;14),serv1916328586(43;7),serv327579833(46;7)
102,1,0.9067680625000003,0.08392680000000002,1,7,serv327579833(46;7),serv1510794704(null;null),serv996503989(null;null)
950,13,1.2356330375000004,2.0591210624999996,85,93,serv1935170568(8;14),serv463167249(6;14),serv947554374(10;13)
45,2,0.872732175,0.10741565,2,12,serv1084780296(48;7),serv185438317(71;5),serv383083548(null;null)
987,20,1.1579231625,1.3915390874999995,46,105,serv1228560356(11;13),serv947554374(10;13),serv1921244142(22;10)
605,10,1.1173603125000007,0.9944796374999998,21,79,serv2040036168(2;20),serv1457337543(9;13),serv1504650744(20;11)
592,10,1.1052630750000003,1.5876018374999998,49,49,serv1293691178(30;9),serv1777464120(28;9),serv1225283306(39;8)
452,6,1.0879324749999995,0.37720577499999997,5,16,serv1712947443(61;5),serv185438317(71;5),serv600393209(82;4)
252,6,0.9699217625,0.8456458000000001,44,26,serv1503012238(32;9),serv1782379676(67;5),serv881399191(68;5)
241,5,0.9521260250000003,0.6577565374999998,31,24,serv1503012238(32;9),serv1367424822(60;5),serv1297992589(104;4)
216,2,0.9705097249999998,0.17524144999999997,2,17,serv883037697(19;11),serv1435218511(54;6),serv357481331(null;null)
521,11,1.0745896874999996,0.7202313499999998,21,91,serv2040036168(2;20),serv1457337543(9;13),serv130956833(13;13)
653,7,1.1198032749999995,0.47371084999999996,9,24,serv813605464(12;13),serv602031715(110;3),serv1851811909(134;3)
214,5,0.9464435999999996,0.23278206250000003,4,28,serv393528881(5;14),serv1154212529(38;8),serv1360870722(109;3)
944,16,1.1518826,1.6277583875000001,42,96,serv2040036168(2;20),serv2056831558(4;16),serv673102492(27;9)
156,1,0.9269799875000002,0.09663881250000003,0,3,serv187076861(127;3),serv579706548(null;null),serv1276281605(null;null)
722,16,1.1758097000000003,2.176415575,91,71,serv463167249(6;14),serv1504650744(20;11),serv530960976(40;8)
431,8,1.0709652875,0.47086703750000003,10,21,serv1089695890(47;7),serv1851811909(134;3),serv1711308937(119;3)
639,11,1.1389834249999997,1.0954965875,44,65,serv1457337543(9;13),serv1228560356(11;13),serv49850901(17;12)
598,8,1.1239087374999996,0.46047501250000006,8,25,serv1084780296(48;7),serv1506289288(45;7),serv1640238160(88;4)
580,9,1.0489145,0.6544582875,25,57,serv130956833(13;13),serv1919605636(14;12),serv119283134(37;8)
860,11,1.1801451000000003,1.8060201749999998,52,53,serv2056831558(4;16),serv1430302955(24;10),serv327579833(46;7)
127,3,0.9544994375,0.2948237625,16,20,serv883037697(19;11),serv1503012238(32;9),serv974588962(null;null)
998,16,1.2420692249999998,0.9236389750000003,25,51,serv1089695890(47;7),serv534238026(53;6),serv532599482(76;5)
200,3,0.9644156750000002,0.9590967374999998,34,13,serv44935345(33;9),serv51489445(138;3),serv1575721521(152;1)
404,12,1.0338397374999997,0.5512015749999999,15,50,serv1293691178(30;9),serv1435218511(54;6),serv2053554508(72;5)
886,18,1.2634572125000003,1.7154166125000008,53,85,serv947554374(10;13),serv1430302955(24;10),serv258147600(25;10)
483,10,1.0561204374999995,1.1758631625000002,47,69,serv822616296(7;14),serv49850901(17;12),serv883037697(19;11)
128,3,0.9487796125000003,0.19471562499999998,9,25,serv393528881(5;14),serv744173231(41;8),serv464805793(133;3)
168,4,0.9276161749999998,0.3303831249999999,22,24,serv1154212529(38;8),serv324302783(42;7),serv466444299(50;6)
169,1,0.9330633624999999,0.11890350000000008,1,9,serv1777464120(28;9),serv865013941(null;null),serv494913426(null;null)
661,14,1.0861416875,1.5721261875000003,60,45,serv1708031887(52;6),serv2122986741(66;5),serv1850173403(64;5)
831,13,1.0956943625000002,0.9189882375000001,22,71,serv1228560356(11;13),serv461528743(16;12),serv119283134(37;8)
209,2,0.9499075124999997,0.16591857500000004,2,15,serv49850901(17;12),serv945915830(123;3),serv1003468229(null;null)
134,1,0.9349344624999997,0.11509741250000001,1,12,serv1070647773(15;12),serv699933075(null;null),serv302795842(null;null)
749,12,1.173420225,1.4769253375000004,60,49,serv1919605636(14;12),serv1499735188(31;9),serv466444299(50;6)
862,13,1.2507238250000001,0.9253228374999998,36,53,serv813605464(12;13),serv1293691178(30;9),serv1708031887(52;6)
192,4,0.9338758250000001,0.439231425,18,29,serv1919605636(14;12),serv603670259(29;9),serv2122986741(66;5)
87,2,0.9078105875,0.17102900000000004,6,21,serv949192880(3;18),serv188715367(113;3),serv1868401202(null;null)
329,8,0.9829651375000001,0.5536606500000001,26,49,serv461528743(16;12),serv673102492(27;9),serv2124625285(35;8)
63,0,0.9095425250000003,0.037772412500000005,0,0,serv1544179387(null;null),serv1315606205(null;null),serv1711512942(null;null)
10,0,0.8526647,0.008777612499999992,0,0,serv1028046123(null;null),serv895939762(null;null),serv1341208422(null;null)
10,1,0.8801894375000001,0.015304625000000002,0,11,serv183799811(21;11),serv1073310640(null;null),serv729016347(null;null)
341,4,0.9989485749999998,0.24035693749999992,4,13,serv742534725(98;4),serv1990676375(107;3),serv1711308937(119;3)
82,1,0.8985357874999998,0.06223952499999998,1,3,serv1364147772(121;3),serv268592933(null;null),serv333723793(null;null)
787,17,1.1575971749999998,1.0886647875000004,24,76,serv130956833(13;13),serv1293691178(30;9),serv807051364(36;8)
472,4,1.0424249125,0.6407200125000001,18,20,serv1503012238(32;9),serv668186898(85;4),serv1640238160(88;4)
13,0,0.8728498499999999,0.008756174999999996,0,0,serv420359464(null;null),serv1347762522(null;null),serv952673973(null;null)
76,1,0.8942860124999996,0.0697662,1,0,serv935264362(null;null),serv1579816759(null;null),serv701571581(null;null)
541,6,1.0729112000000005,0.6957534999999999,30,28,serv744173231(41;8),serv1506289288(45;7),serv881399191(68;5)
366,5,1.0162417624999993,0.35057375,5,10,serv1506289288(45;7),serv1572444471(120;3),serv1218319028(null;null)
485,8,0.9301179000000005,0.37528669999999986,6,42,serv1504650744(20;11),serv883037697(19;11),serv233363609(55;6)
294,7,0.9732253625000002,0.767695375,31,53,serv1935170568(8;14),serv1228560356(11;13),serv258147600(25;10)
677,8,1.1171465749999998,0.9348168374999999,34,51,serv1457337543(9;13),serv1503012238(32;9),serv1777464120(28;9)
281,5,0.9777531125000003,0.43909773750000003,17,10,serv668186898(85;4),serv1431941461(137;3),serv1226921812(147;2)
126,3,0.9269052374999998,0.14808001249999997,4,9,serv114367578(57;6),serv1643515210(114;3),serv1705573025(null;null)
672,13,1.0850672000000001,0.6946736999999998,24,66,serv822616296(7;14),serv1499735188(31;9),serv1503012238(32;9)
682,4,0.9927797624999999,0.4014322374999999,2,17,serv744173231(41;8),serv876483597(87;4),serv256509094(132;3)
120,2,0.9181863499999997,0.150090075,3,7,serv1640238160(88;4),serv120921678(105;3),serv537719081(null;null)
36,1,0.88229565,0.7350762624999996,29,5,serv881399191(68;5),serv1123284578(null;null),serv804388497(null;null)
601,12,1.0722696250000001,0.9660834749999999,31,65,serv463167249(6;14),serv1293691178(30;9),serv119283134(37;8)
653,10,1.1112448375,0.9516448625,60,51,serv1921244142(22;10),serv1430302955(24;10),serv1777464120(28;9)
877,20,1.1948296000000005,1.8383828374999998,89,145,serv2056831558(4;16),serv813605464(12;13),serv947554374(10;13)
370,9,1.0276012749999999,0.5849113750000001,22,33,serv1457337543(9;13),serv1504650744(20;11),serv325941327(94;4)
863,18,1.1598690125000002,1.3401674125,39,51,serv1070647773(15;12),serv2126263791(74;5),serv395373560(83;4)
902,23,1.2702996374999997,3.9131291999999993,155,122,serv1070647773(15;12),serv1919605636(14;12),serv1430302955(24;10)
910,11,1.2128979125000008,1.0626421250000002,31,52,serv1921244142(22;10),serv1293691178(30;9),serv466444299(50;6)
152,5,0.9158556000000001,0.15689506250000002,4,16,serv1640238160(88;4),serv879760647(131;3),serv1157489579(136;3)
842,14,1.1944714750000003,0.9440913625,25,98,serv2056831558(4;16),serv463167249(6;14),serv822616296(7;14)
994,6,1.2936655125,1.1964119749999995,26,22,serv1046273922(26;9),serv2122986741(66;5),serv1709670393(102;4)
664,7,1.1302861124999999,0.4447642375,6,30,serv393528881(5;14),serv1499735188(31;9),serv950831424(97;4)
463,7,0.9628012249999998,1.0089717375,33,28,serv808689908(70;5),serv881399191(68;5),serv395373560(83;4)
865,17,1.1979568749999998,1.5975609,58,115,serv2040036168(2;20),serv1070647773(15;12),serv183799811(21;11)
147,7,0.9289472749999996,0.23399543749999988,8,18,serv1985760819(23;10),serv154306361(99;4),serv674740998(115;3)
147,1,0.9182665875,0.08373437499999999,1,1,serv1575721521(152;1),serv1406543287(null;null),serv1524106909(null;null)
862,21,1.2073652624999998,1.6805628124999994,57,103,serv49850901(17;12),serv258147600(25;10),serv1293691178(30;9)
325,3,0.9946293499999996,0.3915642375,11,6,serv945915830(123;3),serv1226921812(147;2),serv1362509228(151;1)
625,11,1.1065567,0.5433594875000001,11,39,serv183799811(21;11),serv233363609(55;6),serv1712947443(61;5)
45,0,0.8732133375,0.02755155,0,0,serv1622008269(null;null),serv361168559(null;null),serv1089899895(null;null)
303,6,0.9672649,0.370956625,8,31,serv1457337543(9;13),serv2122986741(66;5),serv1088057346(92;4)
522,11,1.0717511999999998,0.9054154375,20,53,serv463167249(6;14),serv183799811(21;11),serv327579833(46;7)
664,9,1.0947695375,0.7620717374999997,17,47,serv1070647773(15;12),serv1919605636(14;12),serv327579833(46;7)
504,8,1.0745416625000002,0.7585061999999998,19,33,serv1919605636(14;12),serv324302783(42;7),serv114367578(57;6)
987,13,1.1550258249999998,1.013916475,24,56,serv2056831558(4;16),serv673102492(27;9),serv1850173403(64;5)
406,4,1.0347431249999999,0.2538760875,3,9,serv535876532(116;3),serv392096510(125;3),serv1293076995(111;3)
343,10,0.9768336374999993,1.257186725,52,46,serv1504650744(20;11),serv1430302955(24;10),serv807051364(36;8)
267,2,0.9661530124999999,0.15930052500000005,1,6,serv1016986607(89;4),serv811966958(148;2),serv132185199(null;null)
648,15,1.060589475,1.5050274375000001,64,106,serv2056831558(4;16),serv813605464(12;13),serv1228560356(11;13)
198,5,0.9466680374999997,0.5097567375000001,20,40,serv949192880(3;18),serv1919605636(14;12),serv534238026(53;6)
434,8,0.9461495125000001,0.4935272499999998,10,46,serv2056831558(4;16),serv258147600(25;10),serv673102492(27;9)
714,13,1.1468523249999998,1.22580775,33,53,serv673102492(27;9),serv1777464120(28;9),serv1154212529(38;8)
477,7,1.0414573250000003,0.365744525,7,31,serv1293691178(30;9),serv1782379676(67;5),serv950831424(97;4)
227,4,0.9583376000000001,0.39832651249999984,22,12,serv254870550(73;5),serv1848534859(90;4),serv2127902335(122;3)
642,15,1.1065352625,0.8893626000000001,20,73,serv463167249(6;14),serv258147600(25;10),serv1985760819(23;10)
639,13,1.0955767125000002,1.1795677624999998,59,60,serv813605464(12;13),serv1154212529(38;8),serv1916328586(43;7)
631,18,1.1232993249999998,1.24573085,47,108,serv949192880(3;18),serv813605464(12;13),serv49850901(17;12)
333,8,1.011708725,1.1875595124999996,53,33,serv44935345(33;9),serv1641876704(58;6),serv1989037869(56;6)
228,4,0.9461175125000001,0.5500308624999998,35,13,serv1291438489(80;4),serv740896181(106;3),serv1365786278(139;3)
463,9,0.8883094874999999,0.3962522875,9,36,serv233363609(55;6),serv2060108608(77;5),serv808689908(70;5)
586,6,1.1177505249999997,0.8565884125000001,39,29,serv1046273922(26;9),serv1916328586(43;7),serv737619131(69;5)
499,9,1.0595256,0.8277806749999999,21,43,serv463167249(6;14),serv258147600(25;10),serv1223644762(75;5)
543,9,1.0890283625,1.5239564749999999,58,40,serv322664277(18;11),serv183799811(21;11),serv466444299(50;6)
992,16,1.2373382624999996,1.0819774249999994,32,88,serv822616296(7;14),serv49850901(17;12),serv258147600(25;10)
85,4,0.8802857874999999,0.10189893749999998,1,32,serv1935170568(8;14),serv1499735188(31;9),serv1367424822(60;5)
650,12,1.1375187874999997,1.0122272249999995,43,61,serv322664277(18;11),serv1430302955(24;10),serv603670259(29;9)
793,16,1.3638753499999994,2.1656173,79,71,serv461528743(16;12),serv49850901(17;12),serv1777464120(28;9)
515,14,1.0895361875,1.2808946999999997,58,64,serv947554374(10;13),serv1046273922(26;9),serv1293691178(30;9)
275,4,0.8882292625000003,0.21567061250000008,1,29,serv883037697(19;11),serv1020263657(34;8),serv1708031887(52;6)
91,1,0.9507628874999996,0.09432412499999998,1,0,serv74632800(null;null),serv994251262(null;null),serv1364761955(null;null)
716,18,1.2000950624999998,1.4537946750000001,61,90,serv463167249(6;14),serv1504650744(20;11),serv1499735188(31;9)
455,9,1.055462875,0.5577232750000001,21,61,serv130956833(13;13),serv1070647773(15;12),serv883037697(19;11)
668,9,1.1343273625,1.1540368500000002,44,56,serv949192880(3;18),serv2056831558(4;16),serv1499735188(31;9)
787,20,1.2241078374999996,1.3586847375,52,113,serv393528881(5;14),serv463167249(6;14),serv130956833(13;13)
535,2,1.0780322874999997,0.773821575,23,6,serv466444299(50;6),serv378578132(null;null),serv1454470671(null;null)
125,1,0.9315826625000001,0.14118957499999993,4,5,serv254870550(73;5),serv1805933209(null;null),serv1777257985(null;null)
745,17,1.165535375,1.2755811500000003,54,82,serv393528881(5;14),serv322664277(18;11),serv258147600(25;10)
246,5,0.9908766250000001,0.5249917750000002,17,26,serv130956833(13;13),serv117644628(62;5),serv1088057346(92;4)
773,18,1.0980463624999997,0.9595832,30,77,serv461528743(16;12),serv1503012238(32;9),serv1225283306(39;8)
127,4,0.9194800249999998,0.24067760000000007,7,23,serv603670259(29;9),serv807051364(36;8),serv668186898(85;4)
26,0,0.8799168000000004,0.017480199999999984,0,0,serv415239865(null;null),serv68488878(null;null),serv1689597953(null;null)
954,15,1.2617892750000002,1.7835361750000007,65,81,serv322664277(18;11),serv183799811(21;11),serv1921244142(22;10)
408,3,0.9865199624999998,0.5299738625,27,9,serv1433580005(59;5),serv1088057346(92;4),serv1210330427(null;null)
985,16,1.325995975,1.49915255,44,71,serv1430302955(24;10),serv44935345(33;9),serv673102492(27;9)
806,7,1.1509738374999998,1.1059954375,33,42,serv822616296(7;14),serv44935345(33;9),serv114367578(57;6)
209,3,0.9807787124999999,0.19967645000000012,3,17,serv49850901(17;12),serv1712947443(61;5),serv925433212(null;null)
598,11,1.1098869749999998,0.9202925375,32,55,serv822616296(7;14),serv1457337543(9;13),serv1921244142(22;10)
179,3,0.9629189124999996,0.3210922625,15,5,serv602031715(110;3),serv1436857055(144;2),serv188509232(null;null)
367,7,0.9985637000000003,0.31093026249999994,6,31,serv1919605636(14;12),serv1046273922(26;9),serv1917967092(141;3)
